# bag_unix_ns,px4_us,x_north_m,y_east_m,z_down_m,vx_mps,vy_mps,vz_mps
1.788595772492766720e+18,1.788595759623111000e+15,-4.290926456451416016e-02,3.087766468524932861e-03,-2.952103376388549805e+00,-1.164368120953440666e-03,-1.760382764041423798e-02,-1.784105598926544189e-02
1.788595772592333312e+18,1.788595759639111000e+15,-4.356424137949943542e-02,2.727080602198839188e-03,-2.952643394470214844e+00,-1.365958480164408684e-03,-1.711306720972061157e-02,-1.745991595089435577e-02
1.788595772598612736e+18,1.788595759663111000e+15,-4.453590512275695801e-02,2.206544391810894012e-03,-2.953438043594360352e+00,-1.778384787030518055e-03,-1.640432141721248627e-02,-1.692837849259376526e-02
1.788595772692392448e+18,1.788595759679111000e+15,-4.519210010766983032e-02,1.856248010881245136e-03,-2.953983306884765625e+00,-2.012497279793024063e-03,-1.596166752278804779e-02,-1.665352471172809601e-02
1.788595772786877440e+18,1.788595759703111000e+15,-4.613997414708137512e-02,1.343606971204280853e-03,-2.954774379730224609e+00,-2.299693413078784943e-03,-1.533740945160388947e-02,-1.622944884002208710e-02
1.788595772787456000e+18,1.788595759719111000e+15,-4.675538092851638794e-02,1.004932099021971226e-03,-2.955286979675292969e+00,-2.521419897675514221e-03,-1.475823856890201569e-02,-1.588721200823783875e-02
1.788595772870485504e+18,1.788595759743111000e+15,-4.765268415212631226e-02,5.094548687338829041e-04,-2.956029176712036133e+00,-2.730468055233359337e-03,-1.406049542129039764e-02,-1.539673656225204468e-02
1.788595772948392960e+18,1.788595759759111000e+15,-4.824323579668998718e-02,1.797970326151698828e-04,-2.956510543823242188e+00,-2.832175698131322861e-03,-1.365773566067218781e-02,-1.502263825386762619e-02
1.788595772967650560e+18,1.788595759783111000e+15,-4.912709072232246399e-02,-3.329855098854750395e-04,-2.957253456115722656e+00,-2.946401946246623993e-03,-1.293657068163156509e-02,-1.456414069980382919e-02
1.788595773061999360e+18,1.788595759799111000e+15,-4.970132932066917419e-02,-6.730829481966793537e-04,-2.957742691040039062e+00,-3.003866178914904594e-03,-1.261029951274394989e-02,-1.422293391078710556e-02
1.788595773065104384e+18,1.788595759823111000e+15,-5.059584975242614746e-02,-1.200556522235274315e-03,-2.958487987518310547e+00,-3.056912682950496674e-03,-1.197263132780790329e-02,-1.370331179350614548e-02
1.788595773163107328e+18,1.788595759839111000e+15,-5.119304731488227844e-02,-1.537873060442507267e-03,-2.958964347839355469e+00,-3.139692358672618866e-03,-1.159880124032497406e-02,-1.324351597577333450e-02
1.788595773242224640e+18,1.788595759863111000e+15,-5.208827182650566101e-02,-2.023215405642986298e-03,-2.959649085998535156e+00,-3.162217326462268829e-03,-1.098943781107664108e-02,-1.269415393471717834e-02
1.788595773261516800e+18,1.788595759879111000e+15,-5.271150544285774231e-02,-2.299435902386903763e-03,-2.960115671157836914e+00,-3.123862203210592270e-03,-1.058245543390512466e-02,-1.227006874978542328e-02
1.788595773348939264e+18,1.788595759903111000e+15,-5.362640693783760071e-02,-2.669699722900986671e-03,-2.960768938064575195e+00,-2.996954135596752167e-03,-9.833374992012977600e-03,-1.176925376057624817e-02
1.788595773367399424e+18,1.788595759919111000e+15,-5.424375832080841064e-02,-2.873646793887019157e-03,-2.961198568344116211e+00,-2.925434848293662071e-03,-9.315917268395423889e-03,-1.142140291631221771e-02
1.788595773442776320e+18,1.788595759943111000e+15,-5.520517006516456604e-02,-3.116177627816796303e-03,-2.961837053298950195e+00,-2.794352127239108086e-03,-8.513611741364002228e-03,-1.086187176406383514e-02
1.788595773525109504e+18,1.788595759959111000e+15,-5.584057793021202087e-02,-3.251528600230813026e-03,-2.962234973907470703e+00,-2.826634328812360764e-03,-7.983636111021041870e-03,-1.050730794668197632e-02
1.788595773543242496e+18,1.788595759983111000e+15,-5.685107037425041199e-02,-3.421224653720855713e-03,-2.962787389755249023e+00,-2.687200903892517090e-03,-7.184062153100967407e-03,-1.005783583968877792e-02
1.788595773620705280e+18,1.788595759999111000e+15,-5.748609080910682678e-02,-3.522523911669850349e-03,-2.963135242462158203e+00,-2.509711775928735733e-03,-6.627625785768032074e-03,-9.694915264844894409e-03
1.788595773640471040e+18,1.788595760023111000e+15,-5.849799886345863342e-02,-3.647037548944354057e-03,-2.963650465011596680e+00,-2.421956043690443039e-03,-5.745978560298681259e-03,-9.131425991654396057e-03
1.788595773721653504e+18,1.788595760039111000e+15,-5.918984487652778625e-02,-3.716099308803677559e-03,-2.963986873626708984e+00,-2.354561351239681244e-03,-5.174639169126749039e-03,-8.879725821316242218e-03
1.788595773803171840e+18,1.788595760063111000e+15,-6.024812906980514526e-02,-3.799652447924017906e-03,-2.964482545852661133e+00,-2.194431144744157791e-03,-4.408244509249925613e-03,-8.577019907534122467e-03
1.788595773828627968e+18,1.788595760079111000e+15,-6.101023405790328979e-02,-3.862029174342751503e-03,-2.964818239212036133e+00,-2.094960073009133339e-03,-3.816985990852117538e-03,-8.259591646492481232e-03
1.788595773907021824e+18,1.788595760103111000e+15,-6.212791055440902710e-02,-3.930480685085058212e-03,-2.965304136276245117e+00,-2.026786329224705696e-03,-3.020235570147633553e-03,-7.915384136140346527e-03
1.788595773926603520e+18,1.788595760119111000e+15,-6.288269162178039551e-02,-3.955401480197906494e-03,-2.965625047683715820e+00,-2.026672940701246262e-03,-2.451200736686587334e-03,-7.704336661845445633e-03
1.788595774013544704e+18,1.788595760143111000e+15,-6.401705741882324219e-02,-3.950679209083318710e-03,-2.966121435165405273e+00,-1.796341035515069962e-03,-1.719326828606426716e-03,-7.396421860903501511e-03
1.788595774085742336e+18,1.788595760159111000e+15,-6.475144624710083008e-02,-3.927993588149547577e-03,-2.966446638107299805e+00,-1.611601677723228931e-03,-1.183483167551457882e-03,-7.156461011618375778e-03
1.788595774105374720e+18,1.788595760183111000e+15,-6.589610874652862549e-02,-3.843499813228845596e-03,-2.966993570327758789e+00,-1.279509626328945160e-03,-3.959129971917718649e-04,-6.901940796524286270e-03
1.788595774174786816e+18,1.788595760199111000e+15,-6.665133684873580933e-02,-3.762146225199103355e-03,-2.967362403869628906e+00,-1.103340997360646725e-03,1.068203710019588470e-04,-6.786900106817483902e-03
1.788595774194514176e+18,1.788595760223111000e+15,-6.777389347553253174e-02,-3.603974357247352600e-03,-2.967911005020141602e+00,-6.917916471138596535e-04,8.679149323143064976e-04,-6.653419695794582367e-03
1.788595774275440128e+18,1.788595760239111000e+15,-6.854023784399032593e-02,-3.476086305454373360e-03,-2.968294143676757812e+00,-5.184776964597404003e-04,1.385702635161578655e-03,-6.516303401440382004e-03
1.788595774355890944e+18,1.788595760263111000e+15,-6.961981952190399170e-02,-3.276112722232937813e-03,-2.968836545944213867e+00,-1.329447259195148945e-04,2.006557770073413849e-03,-6.257069297134876251e-03
1.788595774376375040e+18,1.788595760279111000e+15,-7.034545391798019409e-02,-3.157384227961301804e-03,-2.969229221343994141e+00,2.106972096953541040e-04,2.509949728846549988e-03,-6.067860871553421021e-03
1.788595774460341504e+18,1.788595760303111000e+15,-7.140249758958816528e-02,-2.974967239424586296e-03,-2.969798326492309570e+00,5.747348768636584282e-04,3.184872213751077652e-03,-5.820091348141431808e-03
1.788595774480187648e+18,1.788595760319111000e+15,-7.210744172334671021e-02,-2.856592647731304169e-03,-2.970176219940185547e+00,8.421040256507694721e-04,3.591052489355206490e-03,-5.689865443855524063e-03
1.788595774552972800e+18,1.788595760343111000e+15,-7.318056374788284302e-02,-2.729589585214853287e-03,-2.970743179321289062e+00,1.424308400601148605e-03,4.142424091696739197e-03,-5.287171807140111923e-03
1.788595774635528704e+18,1.788595760359111000e+15,-7.387698441743850708e-02,-2.654975280165672302e-03,-2.971108675003051758e+00,1.810208661481738091e-03,4.537480417639017105e-03,-5.071482155472040176e-03
1.788595774655653888e+18,1.788595760383111000e+15,-7.495090365409851074e-02,-2.583519788458943367e-03,-2.971626758575439453e+00,2.422382589429616928e-03,4.989406559616327286e-03,-4.810166545212268829e-03
1.788595774737005056e+18,1.788595760399111000e+15,-7.564844936132431030e-02,-2.549564931541681290e-03,-2.971942901611328125e+00,2.903470769524574280e-03,5.197225604206323624e-03,-4.616392776370048523e-03
1.788595774811822592e+18,1.788595760423111000e+15,-7.666686922311782837e-02,-2.516653854399919510e-03,-2.972396850585937500e+00,3.570796456187963486e-03,5.625054705888032913e-03,-4.105452913790941238e-03
1.788595774835535616e+18,1.788595760439111000e+15,-7.737579941749572754e-02,-2.501018345355987549e-03,-2.972695827484130859e+00,3.895589383319020271e-03,5.899914074689149857e-03,-3.878425108268857002e-03
1.788595774906453248e+18,1.788595760463111000e+15,-7.839693129062652588e-02,-2.471062820404767990e-03,-2.973100662231445312e+00,4.516443703323602676e-03,6.321329157799482346e-03,-3.449256997555494308e-03
1.788595774925934592e+18,1.788595760479111000e+15,-7.907137274742126465e-02,-2.455872017890214920e-03,-2.973328590393066406e+00,4.934833850711584091e-03,6.482843309640884399e-03,-3.225331427529454231e-03
1.788595775001811456e+18,1.788595760503111000e+15,-8.006301522254943848e-02,-2.431064145639538765e-03,-2.973616361618041992e+00,5.589445121586322784e-03,6.758573930710554123e-03,-2.896874444559216499e-03
1.788595775080153344e+18,1.788595760519111000e+15,-8.069089055061340332e-02,-2.408172935247421265e-03,-2.973786115646362305e+00,6.031269207596778870e-03,6.961445324122905731e-03,-2.721787430346012115e-03
1.788595775100058112e+18,1.788595760543111000e+15,-8.158513158559799194e-02,-2.392318332567811012e-03,-2.974002122879028320e+00,6.842875853180885315e-03,7.240679580718278885e-03,-2.444184385240077972e-03
1.788595775182488064e+18,1.788595760559111000e+15,-8.214023709297180176e-02,-2.381664002314209938e-03,-2.974127769470214844e+00,7.401089183986186981e-03,7.404102943837642670e-03,-2.282917965203523636e-03
1.788595775202472192e+18,1.788595760583111000e+15,-8.293156325817108154e-02,-2.401637379080057144e-03,-2.974264860153198242e+00,8.366792462766170502e-03,7.762943860143423080e-03,-1.981566427275538445e-03
1.788595775273688832e+18,1.788595760599111000e+15,-8.340885490179061890e-02,-2.423966769129037857e-03,-2.974334716796875000e+00,8.996522054076194763e-03,7.893684320151805878e-03,-1.887264661490917206e-03
1.788595775352344832e+18,1.788595760623111000e+15,-8.405195176601409912e-02,-2.470874227583408356e-03,-2.974416971206665039e+00,9.952556341886520386e-03,8.138251490890979767e-03,-1.701593399047851562e-03
1.788595775369549056e+18,1.788595760639111000e+15,-8.443693071603775024e-02,-2.550662728026509285e-03,-2.974457263946533203e+00,1.075725257396697998e-02,8.200695738196372986e-03,-1.620952039957046509e-03
1.788595775462437376e+18,1.788595760663111000e+15,-8.493491262197494507e-02,-2.675521187484264374e-03,-2.974505901336669922e+00,1.187747716903686523e-02,8.354386314749717712e-03,-1.493174931965768337e-03
1.788595775466155520e+18,1.788595760679111000e+15,-8.521220833063125610e-02,-2.782832365483045578e-03,-2.974540233612060547e+00,1.261091418564319611e-02,8.313444443047046661e-03,-1.530024572275578976e-03
1.788595775559245056e+18,1.788595760703111000e+15,-8.557179570198059082e-02,-2.985585480928421021e-03,-2.974569082260131836e+00,1.372368168085813522e-02,8.296573534607887268e-03,-1.530260895378887653e-03
1.788595775639963904e+18,1.788595760719111000e+15,-8.577078580856323242e-02,-3.124086884781718254e-03,-2.974575281143188477e+00,1.463219244033098221e-02,8.343898691236972809e-03,-1.566306105814874172e-03
1.788595775674038272e+18,1.788595760743111000e+15,-8.602324873208999634e-02,-3.396938322111964226e-03,-2.974536180496215820e+00,1.578666269779205322e-02,8.329295553267002106e-03,-1.547148800455033779e-03
1.788595775755776000e+18,1.788595760759111000e+15,-8.614592999219894409e-02,-3.591344458982348442e-03,-2.974515914916992188e+00,1.660864427685737610e-02,8.167364634573459625e-03,-1.545535982586443424e-03
1.788595775775260928e+18,1.788595760783111000e+15,-8.626537770032882690e-02,-3.898071357980370522e-03,-2.974472522735595703e+00,1.783782616257667542e-02,8.128130808472633362e-03,-1.647432218305766582e-03
1.788595775879909632e+18,1.788595760799111000e+15,-8.630552887916564941e-02,-4.114975221455097198e-03,-2.974440336227416992e+00,1.867316477000713348e-02,8.047160692512989044e-03,-1.615621731616556644e-03
1.788595775965770752e+18,1.788595760815111000e+15,-8.631374686956405640e-02,-4.348726011812686920e-03,-2.974412202835083008e+00,1.955584995448589325e-02,7.987464778125286102e-03,-1.766914501786231995e-03
1.788595775984673280e+18,1.788595760839111000e+15,-8.628211170434951782e-02,-4.722259473055601120e-03,-2.974365711212158203e+00,2.078169025480747223e-02,7.768140640109777451e-03,-1.892068190500140190e-03
1.788595776070408704e+18,1.788595760863111000e+15,-8.619607239961624146e-02,-5.106280092149972916e-03,-2.974342107772827148e+00,2.202873863279819489e-02,7.597455754876136780e-03,-2.002172870561480522e-03
1.788595776089687808e+18,1.788595760879111000e+15,-8.610419183969497681e-02,-5.371763836592435837e-03,-2.974357366561889648e+00,2.284690737724304199e-02,7.552678696811199188e-03,-2.063108375295996666e-03
1.788595776175449344e+18,1.788595760903111000e+15,-8.590514212846755981e-02,-5.790203809738159180e-03,-2.974391698837280273e+00,2.410436607897281647e-02,7.330067455768585205e-03,-2.234461484476923943e-03
1.788595776260864768e+18,1.788595760919111000e+15,-8.573792874813079834e-02,-6.063411012291908264e-03,-2.974426746368408203e+00,2.494755759835243225e-02,7.202040404081344604e-03,-2.395451301708817482e-03
1.788595776280910080e+18,1.788595760943111000e+15,-8.542057871818542480e-02,-6.521599832922220230e-03,-2.974507331848144531e+00,2.620835788547992706e-02,7.010908797383308411e-03,-2.678957302123308182e-03
1.788595776366424576e+18,1.788595760959111000e+15,-8.517459779977798462e-02,-6.830807775259017944e-03,-2.974567174911499023e+00,2.705285511910915375e-02,6.831770762801170349e-03,-2.749292179942131042e-03
1.788595776385162240e+18,1.788595760983111000e+15,-8.475693315267562866e-02,-7.296999916434288025e-03,-2.974702119827270508e+00,2.839294448494911194e-02,6.720150355249643326e-03,-2.871376462280750275e-03
1.788595776485495040e+18,1.788595760999111000e+15,-8.444787561893463135e-02,-7.599207106977701187e-03,-2.974825382232666016e+00,2.911049500107765198e-02,6.602514535188674927e-03,-2.984038554131984711e-03
1.788595776563938560e+18,1.788595761023111000e+15,-8.394018560647964478e-02,-8.028806187212467194e-03,-2.975022554397583008e+00,3.020865470170974731e-02,6.340680643916130066e-03,-3.051662584766745567e-03
1.788595776590521344e+18,1.788595761039111000e+15,-8.356904983520507812e-02,-8.304824121296405792e-03,-2.975173711776733398e+00,3.094778396189212799e-02,6.258513312786817551e-03,-3.113189013674855232e-03
1.788595776682108416e+18,1.788595761063111000e+15,-8.297808468341827393e-02,-8.692065253853797913e-03,-2.975399732589721680e+00,3.204427286982536316e-02,6.213130429387092590e-03,-3.230876056477427483e-03
1.788595776767837696e+18,1.788595761079111000e+15,-8.256155997514724731e-02,-8.937478996813297272e-03,-2.975580453872680664e+00,3.284879773855209351e-02,6.063262932002544403e-03,-3.273648908361792564e-03
1.788595776787613696e+18,1.788595761103111000e+15,-8.189583569765090942e-02,-9.292303584516048431e-03,-2.975833177566528320e+00,3.390141949057579041e-02,6.094706710427999496e-03,-3.424312453716993332e-03
1.788595776867400960e+18,1.788595761119111000e+15,-8.142676204442977905e-02,-9.513953700661659241e-03,-2.975981235504150391e+00,3.459300845861434937e-02,6.080071907490491867e-03,-3.450564807280898094e-03
1.788595776887265792e+18,1.788595761143111000e+15,-8.071584999561309814e-02,-9.815609082579612732e-03,-2.976140499114990234e+00,3.556063771247863770e-02,6.204490549862384796e-03,-3.541853278875350952e-03
1.788595776983229696e+18,1.788595761159111000e+15,-8.022537082433700562e-02,-1.000566314905881882e-02,-2.976240873336791992e+00,3.614587709307670593e-02,6.281709298491477966e-03,-3.541694954037666321e-03
1.788595777058278912e+18,1.788595761183111000e+15,-7.946508377790451050e-02,-1.027476415038108826e-02,-2.976396799087524414e+00,3.710342198610305786e-02,6.368844769895076752e-03,-3.522902028635144234e-03
1.788595777077446144e+18,1.788595761199111000e+15,-7.895009219646453857e-02,-1.048402115702629089e-02,-2.976503849029541016e+00,3.765895590186119080e-02,6.344047840684652328e-03,-3.494748147204518318e-03
1.788595777156325632e+18,1.788595761223111000e+15,-7.814622670412063599e-02,-1.080557331442832947e-02,-2.976658821105957031e+00,3.847290202975273132e-02,6.350595504045486450e-03,-3.504030872136354446e-03
1.788595777176055296e+18,1.788595761239111000e+15,-7.758790999650955200e-02,-1.104704849421977997e-02,-2.976758480072021484e+00,3.895472735166549683e-02,6.433098576962947845e-03,-3.552123205736279488e-03
1.788595777247127040e+18,1.788595761263111000e+15,-7.672338932752609253e-02,-1.143534760922193527e-02,-2.976909399032592773e+00,3.964279592037200928e-02,6.507157813757658005e-03,-3.538120770826935768e-03
1.788595777327217408e+18,1.788595761279111000e+15,-7.613243162631988525e-02,-1.168981567025184631e-02,-2.976993083953857422e+00,3.998199850320816040e-02,6.673119962215423584e-03,-3.489123890176415443e-03
1.788595777346299136e+18,1.788595761303111000e+15,-7.519563287496566772e-02,-1.207519695162773132e-02,-2.977134227752685547e+00,4.062951356172561646e-02,6.727242376655340195e-03,-3.461055690422654152e-03
1.788595777430712576e+18,1.788595761319111000e+15,-7.455794513225555420e-02,-1.230966020375490189e-02,-2.977223157882690430e+00,4.103735461831092834e-02,6.765062920749187469e-03,-3.449000651016831398e-03
1.788595777450203648e+18,1.788595761343111000e+15,-7.354142516851425171e-02,-1.271090004593133926e-02,-2.977354526519775391e+00,4.159506410360336304e-02,6.777128204703330994e-03,-3.440912580117583275e-03
1.788595777537139712e+18,1.788595761359111000e+15,-7.285498082637786865e-02,-1.298893056809902191e-02,-2.977444648742675781e+00,4.202209413051605225e-02,6.825142540037631989e-03,-3.434960497543215752e-03
1.788595777615138304e+18,1.788595761383111000e+15,-7.180991023778915405e-02,-1.341814268380403519e-02,-2.977578401565551758e+00,4.263097047805786133e-02,6.979454774409532547e-03,-3.311676206067204475e-03
1.788595777634169856e+18,1.788595761399111000e+15,-7.111150771379470825e-02,-1.377179659903049469e-02,-2.977660894393920898e+00,4.301138967275619507e-02,6.988470908254384995e-03,-3.296379698440432549e-03
1.788595777714588672e+18,1.788595761423111000e+15,-7.006204128265380859e-02,-1.430767588317394257e-02,-2.977797985076904297e+00,4.340745508670806885e-02,6.916815415024757385e-03,-3.253435017541050911e-03
1.788595777734946304e+18,1.788595761439111000e+15,-6.936686486005783081e-02,-1.469966955482959747e-02,-2.977909803390502930e+00,4.366417601704597473e-02,6.836901418864727020e-03,-3.292568260803818703e-03
1.788595777819929088e+18,1.788595761463111000e+15,-6.833065301179885864e-02,-1.531566400080919266e-02,-2.978091955184936523e+00,4.406240209937095642e-02,6.778792943805456161e-03,-3.363432595506310463e-03
1.788595777891112192e+18,1.788595761479111000e+15,-6.763873249292373657e-02,-1.572044752538204193e-02,-2.978280782699584961e+00,4.426239058375358582e-02,6.677107885479927063e-03,-3.434490878134965897e-03
1.788595777910923520e+18,1.788595761503111000e+15,-6.664136052131652832e-02,-1.635625585913658142e-02,-2.978578805923461914e+00,4.440521448850631714e-02,6.655507255345582962e-03,-3.568155691027641296e-03
1.788595777991637504e+18,1.788595761519111000e+15,-6.598290801048278809e-02,-1.676395162940025330e-02,-2.978787422180175781e+00,4.452988132834434509e-02,6.691587157547473907e-03,-3.562501398846507072e-03
1.788595778012335104e+18,1.788595761543111000e+15,-6.500487029552459717e-02,-1.735197752714157104e-02,-2.979112625122070312e+00,4.465084522962570190e-02,6.696752272546291351e-03,-3.532134694978594780e-03
1.788595778088517120e+18,1.788595761559111000e+15,-6.437040120363235474e-02,-1.775540038943290710e-02,-2.979323863983154297e+00,4.456693306565284729e-02,6.639438681304454803e-03,-3.435863414779305458e-03
1.788595778168430592e+18,1.788595761583111000e+15,-6.340745836496353149e-02,-1.831773668527603149e-02,-2.979623079299926758e+00,4.454229027032852173e-02,6.676096469163894653e-03,-3.437729785218834877e-03
1.788595778188287744e+18,1.788595761599111000e+15,-6.277196109294891357e-02,-1.870377175509929657e-02,-2.979815721511840820e+00,4.439043253660202026e-02,6.707912776619195938e-03,-3.398614469915628433e-03
1.788595778276219392e+18,1.788595761623111000e+15,-6.180455908179283142e-02,-1.925360225141048431e-02,-2.980085372924804688e+00,4.428118467330932617e-02,6.937191355973482132e-03,-3.191775875166058540e-03
1.788595778286507264e+18,1.788595761639111000e+15,-6.114522740244865417e-02,-1.961040310561656952e-02,-2.980252981185913086e+00,4.412223398685455322e-02,7.076097652316093445e-03,-3.138197120279073715e-03
1.788595778373506816e+18,1.788595761663111000e+15,-6.015728414058685303e-02,-2.010249532759189606e-02,-2.980475187301635742e+00,4.391505196690559387e-02,7.275276817381381989e-03,-2.966416068375110626e-03
1.788595778448221440e+18,1.788595761679111000e+15,-5.949755385518074036e-02,-2.040153369307518005e-02,-2.980610847473144531e+00,4.378997161984443665e-02,7.510499097406864166e-03,-2.855831990018486977e-03
1.788595778468168192e+18,1.788595761703111000e+15,-5.846837908029556274e-02,-2.081266976892948151e-02,-2.980793714523315430e+00,4.347793012857437134e-02,7.839013822376728058e-03,-2.887520706281065941e-03
1.788595778561434368e+18,1.788595761719111000e+15,-5.776660516858100891e-02,-2.106468379497528076e-02,-2.980911731719970703e+00,4.318182915449142456e-02,8.109018206596374512e-03,-2.829024568200111389e-03
1.788595778633437184e+18,1.788595761743111000e+15,-5.669352784752845764e-02,-2.141010947525501251e-02,-2.981079578399658203e+00,4.284845292568206787e-02,8.504822850227355957e-03,-2.662972779944539070e-03
1.788595778651948288e+18,1.788595761759111000e+15,-5.593281611800193787e-02,-2.163525111973285675e-02,-2.981191158294677734e+00,4.264869540929794312e-02,8.796019479632377625e-03,-2.632915973663330078e-03
1.788595778752622336e+18,1.788595761783111000e+15,-5.477450415492057800e-02,-2.195441536605358124e-02,-2.981374740600585938e+00,4.248584061861038208e-02,9.196056053042411804e-03,-2.521326532587409019e-03
1.788595778753481472e+18,1.788595761799111000e+15,-5.397567525506019592e-02,-2.217112481594085693e-02,-2.981498479843139648e+00,4.230005294084548950e-02,9.412712417542934418e-03,-2.501577604562044144e-03
1.788595778841493504e+18,1.788595761823111000e+15,-5.273326858878135681e-02,-2.250117436051368713e-02,-2.981688976287841797e+00,4.206467419862747192e-02,9.908416308462619781e-03,-2.314953599125146866e-03
1.788595778925202176e+18,1.788595761839111000e+15,-5.189535766839981079e-02,-2.270763367414474487e-02,-2.981822252273559570e+00,4.198983684182167053e-02,1.014463603496551514e-02,-2.304016612470149994e-03
1.788595778943740672e+18,1.788595761863111000e+15,-5.060698837041854858e-02,-2.299283258616924286e-02,-2.982024431228637695e+00,4.166259989142417908e-02,1.059255935251712799e-02,-2.199005335569381714e-03
1.788595779027259904e+18,1.788595761879111000e+15,-4.974438995122909546e-02,-2.316072583198547363e-02,-2.982176065444946289e+00,4.148619621992111206e-02,1.085131894797086716e-02,-2.160538686439394951e-03
1.788595779046299392e+18,1.788595761903111000e+15,-4.836804047226905823e-02,-2.341047301888465881e-02,-2.982426643371582031e+00,4.128367826342582703e-02,1.139327324926853180e-02,-2.197147114202380180e-03
1.788595779134289408e+18,1.788595761919111000e+15,-4.742019250988960266e-02,-2.355616912245750427e-02,-2.982611417770385742e+00,4.119838774204254150e-02,1.172124408185482025e-02,-2.141339471563696861e-03
1.788595779229354496e+18,1.788595761943111000e+15,-4.595662653446197510e-02,-2.374521270394325256e-02,-2.982911109924316406e+00,4.093920066952705383e-02,1.222645677626132965e-02,-2.187389647588133812e-03
1.788595779249136128e+18,1.788595761959111000e+15,-4.490690305829048157e-02,-2.385836094617843628e-02,-2.983116149902343750e+00,4.083668813109397888e-02,1.255955640226602554e-02,-2.256456762552261353e-03
1.788595779330817024e+18,1.788595761983111000e+15,-4.332982748746871948e-02,-2.398815006017684937e-02,-2.983448743820190430e+00,4.052956029772758484e-02,1.312599610537290573e-02,-2.241448732092976570e-03
1.788595779350770176e+18,1.788595761999111000e+15,-4.225428402423858643e-02,-2.404659055173397064e-02,-2.983674287796020508e+00,4.035643115639686584e-02,1.350249629467725754e-02,-2.175670582801103592e-03
1.788595779453208576e+18,1.788595762023111000e+15,-4.058345407247543335e-02,-2.408104017376899719e-02,-2.984013557434082031e+00,4.025443270802497864e-02,1.407509390264749527e-02,-1.961631001904606819e-03
1.788595779532895744e+18,1.788595762039111000e+15,-3.946560993790626526e-02,-2.407514117658138275e-02,-2.984228849411010742e+00,4.006316885352134705e-02,1.447817403823137283e-02,-1.965251518413424492e-03
1.788595779556820736e+18,1.788595762063111000e+15,-3.768621385097503662e-02,-2.401326783001422882e-02,-2.984573841094970703e+00,3.982485458254814148e-02,1.503387093544006348e-02,-1.854955917224287987e-03
1.788595779656707584e+18,1.788595762079111000e+15,-3.649403154850006104e-02,-2.395415864884853363e-02,-2.984805107116699219e+00,3.971917554736137390e-02,1.547880750149488449e-02,-1.697154249995946884e-03
1.788595779660840704e+18,1.788595762103111000e+15,-3.469872847199440002e-02,-2.383890748023986816e-02,-2.985128402709960938e+00,3.949862718582153320e-02,1.609903387725353241e-02,-1.555012073367834091e-03
1.788595779748033024e+18,1.788595762119111000e+15,-3.350624814629554749e-02,-2.373602613806724548e-02,-2.985315799713134766e+00,3.925371915102005005e-02,1.664238795638084412e-02,-1.392517937347292900e-03
1.788595779848304384e+18,1.788595762143111000e+15,-3.172387927770614624e-02,-2.354343049228191376e-02,-2.985554933547973633e+00,3.900470212101936340e-02,1.725498586893081665e-02,-1.103734015487134457e-03
1.788595779868111616e+18,1.788595762159111000e+15,-3.050973452627658844e-02,-2.339799329638481140e-02,-2.985703706741333008e+00,3.877698630094528198e-02,1.769289560616016388e-02,-9.830666240304708481e-04
1.788595779951774720e+18,1.788595762183111000e+15,-2.871692366898059845e-02,-2.315972372889518738e-02,-2.985890865325927734e+00,3.836654126644134521e-02,1.825821772217750549e-02,-6.929356604814529419e-04
1.788595779970342656e+18,1.788595762199111000e+15,-2.752588875591754913e-02,-2.299320325255393982e-02,-2.985993146896362305e+00,3.816701844334602356e-02,1.863811723887920380e-02,-4.589756426867097616e-04
1.788595780053865472e+18,1.788595762223111000e+15,-2.575623802840709686e-02,-2.272729575634002686e-02,-2.986119270324707031e+00,3.765254095196723938e-02,1.928852871060371399e-02,-1.992934703594073653e-04
1.788595780131855360e+18,1.788595762239111000e+15,-2.460001036524772644e-02,-2.253481931984424591e-02,-2.986196041107177734e+00,3.732485696673393250e-02,1.972778141498565674e-02,-4.901220017927698791e-05
1.788595780151491840e+18,1.788595762263111000e+15,-2.286138199269771576e-02,-2.222628518939018250e-02,-2.986326217651367188e+00,3.675092011690139771e-02,2.031222917139530182e-02,2.636188000906258821e-04
1.788595780255122432e+18,1.788595762279111000e+15,-2.171532809734344482e-02,-2.201949432492256165e-02,-2.986414432525634766e+00,3.641461953520774841e-02,2.074192278087139130e-02,3.181578358635306358e-04
1.788595780263387904e+18,1.788595762303111000e+15,-2.001646719872951508e-02,-2.170555107295513153e-02,-2.986557483673095703e+00,3.578823059797286987e-02,2.131304517388343811e-02,4.134046903345733881e-04
1.788595780359339520e+18,1.788595762319111000e+15,-1.890194416046142578e-02,-2.150553278625011444e-02,-2.986690998077392578e+00,3.531504422426223755e-02,2.166305854916572571e-02,5.250033573247492313e-04
1.788595780453011968e+18,1.788595762343111000e+15,-1.727586612105369568e-02,-2.119986526668071747e-02,-2.986898899078369141e+00,3.449891507625579834e-02,2.220303192734718323e-02,4.774778208229690790e-04
1.788595780453836032e+18,1.788595762359111000e+15,-1.621558889746665955e-02,-2.100709266960620880e-02,-2.987048864364624023e+00,3.394714370369911194e-02,2.246689610183238983e-02,4.990260349586606026e-04
1.788595780534346240e+18,1.788595762383111000e+15,-1.467364933341741562e-02,-2.072978392243385315e-02,-2.987301826477050781e+00,3.291455283761024475e-02,2.291012555360794067e-02,5.708796088583767414e-04
